gene	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24
ENSRNOG00000014123	3	1	2	2	0	2.43848	0
ENSRNOG00000014124	10.04486	10.07458	14.85748	9.09542	12.10747	18.08737	15.08153
ENSRNOG00000014125	21	7	35	27	23	26	25
ENSRNOG00000014127	12	10	11	14	7	10	7
ENSRNOG00000014128	1127	1078	1077	1154	982	1061	1027
ENSRNOG00000014130	297	278	241	252	184	251	161
ENSRNOG00000014132	112.9386	70	94	105.557	72	110.1132	103.984
ENSRNOG00000014133	0	0	0	0	0	0	0
ENSRNOG00000014135	15	14	17	21	16	20	19
ENSRNOG00000014137	907.077	762.134	839.893	1016.942	817.77	878.658	1067.504
ENSRNOG00000014139	355	310	362	299	284	367	309
ENSRNOG00000014142	339	336	348	363	273	291	354
ENSRNOG00000014143	62	38	61	52	42	53	47
ENSRNOG00000014148	467	444	478	541	433	494	468
ENSRNOG00000014149	16.3607	12.1806	17.3822	13.2429	9.10805	13.169	14.3168
ENSRNOG00000014152	23.6995	12.602	11.8441	15.5412	16.2153	19.6201	11.70358675
ENSRNOG00000014153	2271	1989	2355	2626	2085	2206	2590
ENSRNOG00000014154	1303.99761	1068.99927	1437.00189	1356.003	1102.99835	1242.00278	1205.0041
ENSRNOG00000014155	968	824	977	997	851	907.314	918.666
ENSRNOG00000014156	0	4	4	2	0	0	0
ENSRNOG00000014160	3822.802	3428.7134	3841.9949	3464.6297	3220.455	3501.0804	3579.5062
ENSRNOG00000014161	940	885	964	1005	735	907	923
ENSRNOG00000014162	2316	2227	2387	2541	2127	2359	2160
ENSRNOG00000014163	85	75	70	92	83	89	103
ENSRNOG00000014164	18.8319	9.44076	29.4793	17.0237	24.0818	17.9863	17.9046
ENSRNOG00000014165	2880.00513	2640.9989	2803.0013	2961.00368	2456.9946	2613.00009	2733.99929
ENSRNOG00000014166	252.0004	257.0004	254.99981	294.0001	241	296.0001	377.9996
ENSRNOG00000014168	478.252	408.041	418.174	397.285	377.089	448.255	366.039
ENSRNOG00000014169	1.00182	0	1.0028	1.00163	1.00266	1.00294	2.00276
ENSRNOG00000014170	764	556	756	703	593	620	766
ENSRNOG00000014171	44	32.99996	50	43.00005	35	41.00003	31
ENSRNOG00000014172	0	0	0	0	2	0	0
ENSRNOG00000014173	2310.995	1915.001	2225.002	2047.002	1778.004	2008.997	1990.002
ENSRNOG00000014178	1476.004	1435.001	1395.9959594	1489.00212	1204.00454	1445.9969307	1382.995888
ENSRNOG00000014179	36282.1	34074.6	36171.4	33108.4	30345.1	30963.6	32516.3
ENSRNOG00000014180	242	162	184	228	168	233	248
ENSRNOG00000014181	0	0	0	0	0	0	0
ENSRNOG00000014182	10281	9267	11131	12641.3	8751	10931	11191
ENSRNOG00000014183	488	441	509	524	373	434	472
ENSRNOG00000014185	0	0	0	0	0	0	0
ENSRNOG00000014186	248	241	205	239	194	231	207
ENSRNOG00000014187	470	491	470	521	386	502	460
ENSRNOG00000014188	194.0004	155.0938	175.0093	144	153.3951	157.3665	140.1102
ENSRNOG00000014190	379.9995	376.0004	363.9995	338.9996	310.9998	381.9998	379.0002
ENSRNOG00000014191	772.423	639.111	732.494	821.441	649.276	809.884	790.878
ENSRNOG00000014192	1170	997	1127	1215	1022	1179	1229
ENSRNOG00000014193	1660.48	1327	1456	1598	1327	1468	1353
ENSRNOG00000014197	985.0002	932.0004	1037	1161.0031	941	993	1067
ENSRNOG00000014199	561	496	489	703	461	570	530
ENSRNOG00000014201	2498	2306	2329	2645	2251	2441	2497
ENSRNOG00000014202	22	13	30	42	19	39	22
ENSRNOG00000014204	1120	958	1079	1083	934	987	947
ENSRNOG00000014205	268	305	297	310	218	220	273
ENSRNOG00000014208	884	812	889	859	794	764	839
ENSRNOG00000014209	797	720	763	751	627	736	748
ENSRNOG00000014212	187	167	162	197	159	181	150
ENSRNOG00000014214	10900.6	10383.7	11114.7	10382.9	9459.27	9256.82	10402.8
ENSRNOG00000014215	664	690	701	662	510	592	696
ENSRNOG00000014218	67.207	64.8776	94.5093	74.721	71.676	79.9573	62.9651
ENSRNOG00000014226	4	4	6	7	4	4	3
ENSRNOG00000014227	0	1	0	0	1	1	0
ENSRNOG00000014230	9829.003	8584.997	9084	9839	7125.997	9340	7320
ENSRNOG00000014231	24.9053	26.2599	36.3784	14.7816	18.5183	12.9227	9.34427
ENSRNOG00000014232	261	179	266	273	203	230	282
ENSRNOG00000014233	39	36	34	18	26	27	20
ENSRNOG00000014234	751	683	765	729	556	724	714
ENSRNOG00000014235	598	508	597	590	418	556	517
ENSRNOG00000014237	381	281	338	408	284	311	407
ENSRNOG00000014240	91	63	88	79	71	80	97
ENSRNOG00000014241	1719.001	1643.002	1708	2092.999	1610	1759.997	1887.996
ENSRNOG00000014242	0	0	0	0	0	0	0
ENSRNOG00000014243	729.00013	560.99965	607	789.00032	620	673	829.9996
ENSRNOG00000014248	343	400	416	423	316	376	490
ENSRNOG00000014251	646	476	484	596	438.0002	540.0002	449.9998
ENSRNOG00000014252	1341	1094	1341	1297	1029	1255	1177
ENSRNOG00000014253	0	0	1	0	0	0	0
ENSRNOG00000014254	4841	4394	4660	5130	3875	4588	4778
ENSRNOG00000014256	6	6	8	5	6	7	3
ENSRNOG00000014257	0	0	1	0	1	0	0
ENSRNOG00000014258	547	499	574	466	449	562	537
ENSRNOG00000014259	1	3	8.00332	4	3	7	5
ENSRNOG00000014263	0	0	0	1	1	0	2
ENSRNOG00000014264	376	346	386	399	297	319	341
ENSRNOG00000014265	62.79243	49.6687	81.9581	61.7118	65.5235	57.69753	48.79155
ENSRNOG00000014266	0	3	0	0	0	0	0
ENSRNOG00000014268	1699	1694	1739	1960	1338	1733	1746
ENSRNOG00000014269	2	0	0	0	0	0	0
ENSRNOG00000014270	1173	1084	1250	1163	1057	1173.98	1156
ENSRNOG00000014272	10134	9090.99	9907.95	8829.97	8148.97	8031.97	9066.98
ENSRNOG00000014274	414	374	397	405	332	412	371
ENSRNOG00000014275	436	411	419	430	409	432	461
ENSRNOG00000014276	779	632.9999	719.0004	764.0002	535.9999	763	641.9996
ENSRNOG00000014277	565	453.9999	571	622	488	592	584.9996
ENSRNOG00000014278	405	394	396	404	322	398	438
ENSRNOG00000014282	1	3	4	0	1	3	1
ENSRNOG00000014284	766	752	795	777	619	712	706
ENSRNOG00000014285	1395	1390	1537	1632	1235	1512	1411
ENSRNOG00000014287	2226.7	1977.18	2241.8	2223.62	1834.71	2041.76	1892.78
ENSRNOG00000014288	9431	9291	8305	11603	8066	10910	8441
ENSRNOG00000014289	5104.90173	4928.0458	5159.02406	5207.34272	4451.79547	4705.4847	5214.2126973
ENSRNOG00000014290	1.000000139274	0	2.000000930401	4.000002117	0	1	1.99999524182
ENSRNOG00000014291	1902	1761	2022	2082	1733	1887	1966
ENSRNOG00000014293	98	71	107	113	85	105	81
ENSRNOG00000014294	49.00003	63	69.99996	56	48.99997	65	56.99997
ENSRNOG00000014296	2	3	1	0	0	0	4
ENSRNOG00000014297	631.632	551.906	635.167	598.256	481.877	639.38	539.32
ENSRNOG00000014302	76	69	85	86	80	78	56
ENSRNOG00000014303	924	871	967	918	792	1013	965
ENSRNOG00000014305	1006.84	945.665	998.129	1098.106	827.072	1090.164	955.33
ENSRNOG00000014310	516	517.99979	521.00015	538	482	585	576.99988
ENSRNOG00000014311	275.4289	220.32	275.984	362.62	291.3982	339.386	398.6222
ENSRNOG00000014312	0	0	0	0	0	0	0
ENSRNOG00000014314	32	14	32	19	23	27	23
ENSRNOG00000014316	1458	1341	1390	1564	1093	1431	1378
ENSRNOG00000014317	1438.82	1238.17	1425.61	1400.01	1232.34	1324.89	1234.55
ENSRNOG00000014318	0	0	0	0	0	0	0
ENSRNOG00000014319	1070	886	1044	1033	921	1075	988
ENSRNOG00000014320	139.381	134.173	146.363	143.467	114.382	132.381	166.54
ENSRNOG00000014322	162	124	164	173	134	151	148
ENSRNOG00000014323	374	378	410	363.9997	320.9997	377	379
ENSRNOG00000014327	3848	3197.998	3497.003	3427.999	2924.001	3407.999	2828.001
ENSRNOG00000014328	270	216	236	301	186	253	255
ENSRNOG00000014330	1894	1737	1818	1720	1482	1792	1740
ENSRNOG00000014331	620.746	531.571	646.725	591.617	509.535	573.046	592.397
ENSRNOG00000014333	225	223.000000088874	411	224.00027	227.999844	253.000264	264.9998
ENSRNOG00000014336	883.0003	714.99992	819.9999	825.9995	678	708.00011	611.9996
ENSRNOG00000014338	306	326	338	321	285	302	319
ENSRNOG00000014339	78	77	94	103	108	130	129
ENSRNOG00000014340	593	518	635	596	485	579	611
ENSRNOG00000014341	776	693	735	833	673	760	637
ENSRNOG00000014343	745.317	594.272	759.457	679.122	525.6126	656.821	419.7517
ENSRNOG00000014347	1386	1220	1328	1501	1154	1294	1315
ENSRNOG00000014350	555	484	544	566	490	584	516
ENSRNOG00000014352	976	880	953	964	763	881	879
ENSRNOG00000014353	1437.997	1215.9999	1421.0034	1396.9959	1222.0035	1303.0019	1218.0021
ENSRNOG00000014354	571	563	541	630	469	551	607
ENSRNOG00000014357	66	28	42	52	47	48	66
ENSRNOG00000014358	2	10	8	2	2	7	5
ENSRNOG00000014361	9	8.01308	10	9	5	12	12
ENSRNOG00000014362	661	538	619	666	540	506	566
ENSRNOG00000014363	538	469	494	512	400	533	473
ENSRNOG00000014365	923	782	915	921	767	906	868.0004
ENSRNOG00000014366	14	13	4	9	8	12	15
ENSRNOG00000014367	168	86	124	99	101	107	79
ENSRNOG00000014368	2549	2466	2487	2983	2344	2673	2545
ENSRNOG00000014369	1299	1074	1209	1318	1015	1253	1194
ENSRNOG00000014370	0	0	2	0	0	0	0
ENSRNOG00000014371	1821.4341	1559.0973	1656.9966	1850.2217	1538.0949	1602.3882	1727.9969
ENSRNOG00000014372	6	3	1	4	2	7	1
ENSRNOG00000014373	12	10	11	12	9	9	18
ENSRNOG00000014375	246.0004	176	184.9995	201.9996	151.9996	189.0003	133.9996
ENSRNOG00000014376	0	0	0	1	3	3	1
ENSRNOG00000014378	13	11	20	7	7	20	13
ENSRNOG00000014380	181	155	172	163	119	145	143
ENSRNOG00000014382	614	514	557	646	565	581	594
ENSRNOG00000014383	1	1	0	0	0	0	0
ENSRNOG00000014385	15	24	16	10	19	12	17
ENSRNOG00000014386	0	0	0	0	0	0	0
ENSRNOG00000014387	216	293	268	278	259	248	234
ENSRNOG00000014395	187.9999	172.9996	205.0005	232	174	172.9996	216.0004
ENSRNOG00000014398	21	20	24	36	27	27	19
ENSRNOG00000014399	3208.99634	2919.99501	3308.9973	3454.99669	2789.997	3077.00485	3259.99994
ENSRNOG00000014405	2470	2317	2429	2476	2087	2333	2424
ENSRNOG00000014409	817.1534	865.0002	831.9019	845.1463	844.2695	715.347	923.3408
ENSRNOG00000014414	1	0	1	4	0	1	1
ENSRNOG00000014415	3621	3306	3571	3390	2930	3278	3432
ENSRNOG00000014419	2264.997	1877.0003	1993.0014	2033.0001	1679.0026	1952.9961	1889.0046
ENSRNOG00000014420	246	219	230	246	186	184	190
ENSRNOG00000014422	614	514	622	568	515	568	575
ENSRNOG00000014424	769	558	743	804	652	744	897
ENSRNOG00000014425	2.78777	7.00129	2.00011	4.06377	5.00033	4	3.00035
ENSRNOG00000014426	494.00035	548	494	457.99949	454.00020745	445	379
ENSRNOG00000014427	2	0	0	0	0	0	0
ENSRNOG00000014429	2791	2465	2802	2926	2414	2735	2652
ENSRNOG00000014431	0	0	0	0	0	0	0
ENSRNOG00000014434	1094	962	1146	1113	832	1067	1055
ENSRNOG00000014436	2519	2177.0000762	2509.99742	2352	1914	2330.98	2223.9122
ENSRNOG00000014440	797	791	854	852	754	839	792
ENSRNOG00000014441	0	0	0	0	0	0	0
ENSRNOG00000014443	69	54	67	86	41	62	68
ENSRNOG00000014445	3348.999	2989.995	3197.996	3329.001	2746.003	3134.005	3125
ENSRNOG00000014448	299	252	361	370	287	271	350
ENSRNOG00000014450	634.0003	616	697	677.9997	520.0002	652.9997	601.0005
ENSRNOG00000014452	247.018	287.08	251.016	391.051	245.149	323.036000085093	286.083
ENSRNOG00000014453	5429	4217	5114	4746	4304	4875	4088
ENSRNOG00000014454	1231	1182	1154	1308	1084	1172	1120
ENSRNOG00000014455	41.6582	45.7406	72.1317	36.0287	48.4135	46.808	49.3695
ENSRNOG00000014456	343	353	361	349	237	317	344
ENSRNOG00000014459	721	562	713	635	547	615	645
ENSRNOG00000014460	386	438	428	493	321	451	377
ENSRNOG00000014461	697.102	677.022	649.9117	796.979	678.184	754.867	701.366
ENSRNOG00000014462	1589	1287	1624	1457	1329	1483	1353
ENSRNOG00000014463	1081	911	1003	1055	822	974	1023
ENSRNOG00000014464	2	1	5	3.000002	0	0	2
ENSRNOG00000014465	9	7	12	5	9	7	8
ENSRNOG00000014471	1	1	4	2	3	1	1
ENSRNOG00000014475	725	622	781	721	617	756	777
ENSRNOG00000014476	1554	1423	1421	1623	1241	1399	1351
ENSRNOG00000014477	84	87	84	62	69	68	77
ENSRNOG00000014478	614	535	611	645	497	599	608
ENSRNOG00000014479	1183	1029	1174	1124	925	1096	1057
ENSRNOG00000014480	954	696	902	870	686	780	797
ENSRNOG00000014481	4	2	6	3	2	0	2
ENSRNOG00000014482	1499.229	1164.907	1514.311	1522.439	1248.41	1527.355	1435.542
ENSRNOG00000014483	593	552	576	553	438	598	561
ENSRNOG00000014485	1135	979	1113	1083	983	1108	975
ENSRNOG00000014486	110.0077	140.0175	129.6895	125.0263	90.027	134.0304	122.0066
ENSRNOG00000014490	272	196	325	305	222	297	305
ENSRNOG00000014492	0	0	2	1	0	1	2
ENSRNOG00000014493	884.823	722.383	918.805	833.647	718.689	893.683	907.02
ENSRNOG00000014496	2842.364	2459.094	2829.073	2874.83	2424.65	2931.38	2743.087
ENSRNOG00000014501	1905	1611	2018	1770	1487	1993	1837
ENSRNOG00000014502	0	0	0	0	0	0	0
ENSRNOG00000014503	3	2	5	6	3	4	8
ENSRNOG00000014504	798.9999	652.00073	782.00039	648.9999	600.00033	723.00077	662.00067
ENSRNOG00000014505	0	0	1.00000033939	0.99999960066	0	0	0
ENSRNOG00000014508	448.9997	522	525	572	426	506	507
ENSRNOG00000014509	2758	2562	2881	2793	2144	3125	2652
ENSRNOG00000014511	598	558	697	577	541	660	589
ENSRNOG00000014513	71	60	60	63	32.99997	76	51
ENSRNOG00000014515	143	109	139	173	94	153	140
ENSRNOG00000014516	1684	1360.98	1578.32	1621.72	1287.61	1590	1382
ENSRNOG00000014518	0	0	0	0	0	0	0
ENSRNOG00000014519	30	20	29	30	19	19	40
ENSRNOG00000014520	973	833	1039	1002	880	959	933
ENSRNOG00000014521	875.741	812.317	870.725	895.224	749.734	818.477	839.14
ENSRNOG00000014522	2217	1770	2185	2330	1839	2056	2271
ENSRNOG00000014524	950	767.0005	940	1050	868	944	1106
ENSRNOG00000014525	5962	5797	5707	5958	4876	5783	5744
ENSRNOG00000014526	401	431	459	500	380	451	448
ENSRNOG00000014527	0	0	0	0	0	0	0
ENSRNOG00000014528	343	293.9999	362	327	305	321.000250595	345.000000531141
ENSRNOG00000014529	418.219	346.862	369.934	392.646	349	367.79	399.397
ENSRNOG00000014530	2368.932	2540.934	2388.351	3275.35	2334.063	2911.033	2671.183
ENSRNOG00000014531	2542	2355	2593	2569	2104	2439	2345
ENSRNOG00000014532	177.91	112.096	156.201	156.478	141.615	143.166	206.837
ENSRNOG00000014534	5.09566	4.00025	3.00023	4.00013	1.00005	1.00009	1.00008
ENSRNOG00000014538	102	70	83	108	99	104	79
ENSRNOG00000014543	1133	938	1028	1282	1021	1153	1213
ENSRNOG00000014548	657.729	567.917	707.1114	648.281	484.8634	671.054	629.356
ENSRNOG00000014549	90	77	101	127	84	97	107
ENSRNOG00000014550	31	16	26	28	30	28	35
ENSRNOG00000014551	0	6.42211	7.23059	0	0	0	0
ENSRNOG00000014552	54	54	52	62	48	46	41
ENSRNOG00000014555	0	0	2	0	0	0	0
ENSRNOG00000014556	7	12	5	10	7	9	8
ENSRNOG00000014562	5748	4829	5745.997	5751.997	4698.002	5424.002	5072.007
ENSRNOG00000014564	1137.9984	1125.99985	1082.9974	1167.9969	964.9997	1073.99977	1112.99646
ENSRNOG00000014565	606	557	557	599	480	580	562
ENSRNOG00000014568	3192	3266	3239	3133	2717	2781	3144
ENSRNOG00000014571	392	351	378	368	315	367	321
ENSRNOG00000014573	67	45.00001	48.000035231	48	27.99996	34	24
ENSRNOG00000014574	109.864	84.3821	147.303	147	133.085	122.324	137.401
ENSRNOG00000014575	1130	1091	1174	1145	947	1065	1224
ENSRNOG00000014576	36	35	44	49	32	44	61
ENSRNOG00000014578	0	1	0	2	0	1	3
ENSRNOG00000014581	737	685	704	684	597	629	710
ENSRNOG00000014582	1042	925	1077	1030	895	1058	980
ENSRNOG00000014584	1551.5028	1268.1878	1395.40016	1443.9064	1180.0165	1493.854	1136.347
ENSRNOG00000014585	71	67	70	60	65	59	65
ENSRNOG00000014588	547	424	489	543	429	548	508
ENSRNOG00000014589	579.523	580.082	531.144	535.062	447.818	522.373	500.195
ENSRNOG00000014590	0	1	1	0	1	0	0
ENSRNOG00000014592	233.0002	202.9998	262	276	162	230	200.9996
ENSRNOG00000014595	965	813	889	891	707	922	841
ENSRNOG00000014597	413	392	416	528	387	441	440
ENSRNOG00000014598	800	671	786	766	637	702	824
ENSRNOG00000014599	1235.03	1122.6	1195.79	1210.29	1029.47	1265.06	1295.69
ENSRNOG00000014600	0	1	0	0	0	0	0
ENSRNOG00000014602	508	481	545	525	514	546	566
ENSRNOG00000014603	2688	2249	2645	2462	2132	2360	2263
ENSRNOG00000014604	844	858	853	873	693	759	747
ENSRNOG00000014605	1168	1047	1090	977	850	1150	919
ENSRNOG00000014610	421	391	377.0000012926	542	435	437	569
ENSRNOG00000014613	2351	2230	2350	2579	1999	2350	1995
ENSRNOG00000014614	1206	936	1155	1163	954	1049	1137
ENSRNOG00000014615	745	624.035	671.174	738.853	559.904	719.771	726.633
ENSRNOG00000014616	1652.966	1633.2485	1597.0002	1807.9961	1465.2383	1625.2484	1716.005
ENSRNOG00000014617	2465	2217	2519	2396	2004	2403	2407
ENSRNOG00000014618	442	335	418	359	378	351	375
ENSRNOG00000014619	1073	954	1040	1137	882	1035	968
ENSRNOG00000014621	1040	958	1015	1022	881	956	1023
ENSRNOG00000014623	1969	1659	1847	1950	1663	1994	1879
ENSRNOG00000014624	594	541.983	582	622	542	595	648
ENSRNOG00000014625	6571	7134	7035	6816	6030	6236	6963
ENSRNOG00000014626	524	415	511	543	400	477	432
ENSRNOG00000014628	714.971	607.825	740.65	697.317	598.786	706.399	679.522
ENSRNOG00000014629	33.00005	35	24.00002	27.00004	31.00004	41	19.99999
ENSRNOG00000014630	1050	870	1069	1051	859	1010	1041
ENSRNOG00000014633	1643	1549	1603	1613	1385	1551	1603
ENSRNOG00000014634	1723	1693	1786	1843	1377	1623	1737
ENSRNOG00000014635	3726.0034	3243.9968	3815.0048	3811.0001	3223.9997	3267.0005	3513.9995
ENSRNOG00000014637	3386	3273	3613	3534	3046	3257	3287
ENSRNOG00000014641	1	3	3	3	2	7	3
ENSRNOG00000014642	71	54	69	69	61	47.0222	78
ENSRNOG00000014644	0	0	0	0	0	0	0
ENSRNOG00000014645	2936	2589	2700	2816	2356	2610	2729
ENSRNOG00000014647	1557	1305	1545	1499	1318	1475	1374
ENSRNOG00000014648	435.453	354.39	466.224	484.226	420.656	429.446	550.742
ENSRNOG00000014650	71	53	60	67	57	80	49
ENSRNOG00000014652	0	2	0	2	4	2	1
ENSRNOG00000014653	55	43	55	47	39	45	57
ENSRNOG00000014654	904	922	872	821	743	885	784
ENSRNOG00000014656	2104	2771	2487	2779	2223	2209	3737
ENSRNOG00000014658	116	90	94	88	93	90	86
ENSRNOG00000014659	129	92	137	104	87	95	93
ENSRNOG00000014660	892.5	948.432	967.346	902.406	812.088	914.565	893.939
ENSRNOG00000014661	29	27	30	49	35	28	32
ENSRNOG00000014664	1147	990	1181	1092	956	1073	1112
ENSRNOG00000014665	1339	1176	1290	1296	1151	1214	1221
ENSRNOG00000014666	808	657	694	782	580	699	691
ENSRNOG00000014668	443	352.0004	450.0003	441.9996	356.9998	398.0001	410.9997
ENSRNOG00000014670	2810.002	2490	2888	2971	2313.998	2724.001	2629.001
ENSRNOG00000014671	6	6	4	1	7	5	3
ENSRNOG00000014672	8	1	1	3	3	2	1
ENSRNOG00000014673	176.812	156.624	202.136	162.262	145.612	179.075	156.822
ENSRNOG00000014674	674.9997	574	660	621.9998	517.0004	626	576
ENSRNOG00000014675	512	422	466	444	321	434	453
ENSRNOG00000014678	392	406	449	498	338	455	472
ENSRNOG00000014683	34	38	34	33	28	38	26
ENSRNOG00000014684	136	121	162	156	142	115	172
ENSRNOG00000014685	0	0	0	0	0	0	0
ENSRNOG00000014686	196.99989	185.0000342	201.99952	217.9995	195	178.999687	215.0004
ENSRNOG00000014689	765	742	802	904.714	637	680	753
ENSRNOG00000014690	2197	1962	2068	2244	1945	2030	2175
ENSRNOG00000014691	14	12	16	16	27	14	15
ENSRNOG00000014692	10	6.000003	8	9	6	9	15
ENSRNOG00000014693	1541	1247	1429	1555	1267	1351	1448
ENSRNOG00000014698	109.835	106.25	139.503	122.369	101.118	111.687	87.5959
ENSRNOG00000014700	0	0	0	0	0	2	0
ENSRNOG00000014702	21	17	18	22	17	22	12
ENSRNOG00000014703	252	198	273	249	173	240	145
ENSRNOG00000014705	5637.5	4971.31	6034.99	6155.61	4630.14	5755.15	5538.18
ENSRNOG00000014706	0	0	0	0	0	0	0
ENSRNOG00000014710	2	1	0	1	2	1	1
ENSRNOG00000014711	1	0	0	1	0	0	0
ENSRNOG00000014712	259.293	200.004	320.64	240.175	196.363	267.002	229.122
ENSRNOG00000014713	600	607	646	643	525.171	608	559
ENSRNOG00000014714	7	5	6	10	4	4	4
ENSRNOG00000014718	1329	1241	1218	1125	970	1191	1028
ENSRNOG00000014719	1068	1061	1138	1276	1037	1150	1207
ENSRNOG00000014720	482	417	470	435	400	478	404
ENSRNOG00000014721	112	64	73	68	68	72	62
ENSRNOG00000014722	2192	2701	2211	2639	1930	2495	2383
ENSRNOG00000014723	49	56	59	68	55	62	78
ENSRNOG00000014726	0	0	0	1	1	0	0
ENSRNOG00000014727	542	418	555	570	458	512	545
ENSRNOG00000014739	33	27	26.99996	34.00001	24.99998	21.99996	29.99995
ENSRNOG00000014740	0	0	0	0	0	0	0
ENSRNOG00000014741	0	0	1	2	0	0	0
ENSRNOG00000014742	632	466	554	569	434	541	492
ENSRNOG00000014743	944	883	997	910	741	926	847
ENSRNOG00000014744	868	806	922	1000	786	913	808
ENSRNOG00000014745	824.161	893.623	866.391	851.545	712.657	764.69	744.051
ENSRNOG00000014746	1539.13	1186.58	1480.35	1413.34	1128.39	1363.33000029712	1241.21
ENSRNOG00000014750	936	973	1049	943	824	1015	998
ENSRNOG00000014751	8	5	10	9	4	6	5
ENSRNOG00000014753	536	475	454	608	461.323	547	509
ENSRNOG00000014758	0	0	0	0	0	1	0
ENSRNOG00000014761	104	97	88	162	103	95	136
ENSRNOG00000014762	528.0003	489.9998	512.0004	483.0005	444.00018	464	480.9996
ENSRNOG00000014765	2994.9982	2855.998	2985.9993	3054.0021	2262.9993	2975.99763	2972.9956
ENSRNOG00000014766	392	395	422	470	399	416	422
ENSRNOG00000014768	22	21	25	20	24	12	26
ENSRNOG00000014771	0	0	0	0	0	0	0
ENSRNOG00000014775	0	2	1	0	0	1	0
ENSRNOG00000014776	207	156	194	204	130	221	153
ENSRNOG00000014777	570	489	619	547	457	562	503
ENSRNOG00000014779	1505.93	1147.23	1351.14	1381.99	1233.83	1389.07	1324.14
ENSRNOG00000014783	348	261	328	288	244	280	296
ENSRNOG00000014785	943	902	962	921	803	889	958
ENSRNOG00000014786	480	362	445	474	459	451	370
ENSRNOG00000014787	0	0	0	0	0	0	0
ENSRNOG00000014790	2	13	5.62621	8	1	6	2
ENSRNOG00000014791	4766	4147	4926	5317	4053	4697	4947
ENSRNOG00000014793	9.03684	6.00371	4.03757	3.00409	4.00587	9.03151	4.01099
ENSRNOG00000014794	0	0	0	0	0	0	0
ENSRNOG00000014795	112.24727	104	118	146.0002	132.0003	143.0004	156.9995
ENSRNOG00000014797	734.99961	617.99981	644.99964	674.99991	546.0005	635.9998	514.00006
ENSRNOG00000014798	599	476	560	554	454	510	466
ENSRNOG00000014801	239.486	183.013	284.375	210.172	140.893	206.009	195.605
ENSRNOG00000014805	164	158	178	181	134	198	174
ENSRNOG00000014806	3386.0018	3022.0013	3319.0031	3606.9949	2799.9997	3200.9995	3218.0034
ENSRNOG00000014807	0	0	0	0	0	0	0
ENSRNOG00000014808	482	358	422	366	372	412	344
ENSRNOG00000014811	3517.99831	2990.99755	3410.9996	3436.0022	2809.9978	3161.00012	3380.99750588709
ENSRNOG00000014815	3530.9963	2301	3245.00215	2971	2620	3127.9982	2317.9975
ENSRNOG00000014816	156	167	185	149	134	144	146
ENSRNOG00000014819	485	332	427	490	350	417	309
ENSRNOG00000014828	1563	1245	1478	1429	1174	1390	1311
ENSRNOG00000014829	478.9995	354.9996	435.0001	376.0004	325.0004	379.00001	348.00003
ENSRNOG00000014831	0	2	0	1	0	0	1
ENSRNOG00000014832	916	874	936	942	796	905	832
ENSRNOG00000014833	645.99986	576.0001	627.99969	626.00117	549	665.0003	608.99965
ENSRNOG00000014834	606	541	584	682	478	584	636
ENSRNOG00000014835	192.0005	171.0002	182.9999	152.0005	145.00046	161.9998	156.0002
ENSRNOG00000014836	2042.0029	1875.9959	2080.0023	2075.0013	1667.00000014018	2007.9976	1917
ENSRNOG00000014837	163	130	154	187	143	175	184
ENSRNOG00000014838	190	165	176	187	149	166	161
ENSRNOG00000014840	8	2	4	2	1	3	3
ENSRNOG00000014844	648.0001	640	649	655.9999	538	714	564
ENSRNOG00000014845	0	1	2	0	0	0	3
ENSRNOG00000014846	1182.11	1050.98	1248.19	1086.87	978.114	1047.66	1189.48
ENSRNOG00000014847	71	92	86	108	80	59	139
ENSRNOG00000014850	16	20	17.99997	9	12	14	20.00004
ENSRNOG00000014851	1054.99953	1273.00032	1191.00043	1445.99997	1031.9994	1265.00019	1397.9997
ENSRNOG00000014852	1065	907	1085	1021	833	1000	1004
ENSRNOG00000014856	2064	2009	2162	2174	1763	2240	2130
ENSRNOG00000014857	226	191	280	264	190	241	219
ENSRNOG00000014859	83.1096	77.9408	85.1371	116.946	67.5594	79.6136	90.8998
ENSRNOG00000014861	0	0	0	0	0	0	0
ENSRNOG00000014862	0	0	0	0	0	0	0
ENSRNOG00000014863	425	381	439	439	339	385	469
