gene	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6
ENSRNOG00000004158	110.04759	142.1344	107.14868	88.2519	87.07448	137.06225	131.01162
ENSRNOG00000004159	4055	4316	3716	3780	3478	3528	3073
ENSRNOG00000004160	676.862	757.383	816.386	620	636.648	661.463	690.893
ENSRNOG00000004161	368	464	480	623	439	429	513
ENSRNOG00000004162	262.2572	345.8814	274.3885	361.08121	231.5189	249.28901	276.6225
ENSRNOG00000004163	0	1	0	0	0	0	0
ENSRNOG00000004165	99	100	71	72	82	72	73
ENSRNOG00000004168	957.0002	1040.003	906.9997	721.0003	904.0001	834.0003	930.0004
ENSRNOG00000004169	647	635	549	620	530	487	481
ENSRNOG00000004171	1	7	3	3	2	5	8
ENSRNOG00000004172	1225	1386	1176	1422	1045	1230	1501
ENSRNOG00000004177	4	7	5	3	2	7	2
ENSRNOG00000004179	0	0	0	1	0	0	0
ENSRNOG00000004180	6	5	4	2	5	4	4
ENSRNOG00000004181	70	94.99999	93	74.00001	65.99999	78	60
ENSRNOG00000004183	231.829	249.954	242.331	232.308	199.862	234.801	190.892
ENSRNOG00000004185	1661.0004	2116.0037	1837.9997	1787.9961	1654	1706.0003	1715.0004
ENSRNOG00000004186	870	1036	899	1038	848	977	919
ENSRNOG00000004188	29.3885	12.933	23.9316	14.6083	24.469	18.8219	23.8103
ENSRNOG00000004189	268	327	313	378	250	266	259
ENSRNOG00000004192	22	29	29	20	33	15	25
ENSRNOG00000004193	313.033	418.939	391.929	393.036	336.915	352.548	395.986
ENSRNOG00000004195	254	273	243	230	225	202	236
ENSRNOG00000004196	11468.2	10886.5	11516.5	10783.9	11325.8	11495.5	11474.4
ENSRNOG00000004197	73	75.0000000597536	98	70	69.99998	84.99996	147.99972
ENSRNOG00000004198	121	150	160	147	108	141	218
ENSRNOG00000004199	1.01018	0	0	0	0	0	2.00389
ENSRNOG00000004200	1	1	0	3	3	0	3
ENSRNOG00000004201	45.9999	68.99997	37	50.99998	52	57	47.99997
ENSRNOG00000004205	604	589	558	510	506	442	469
ENSRNOG00000004206	3486	3282	3213	3755	3182	3183	3433
ENSRNOG00000004207	57	50	67	54	52	42	53
ENSRNOG00000004208	1588	1764.65	1312.27	1267.91	1351.59	1131.26	1020.25
ENSRNOG00000004210	59.3458	59.6339	53.8953	41.6181	38.309	48.5269	43.1707
ENSRNOG00000004212	541	497	524	460	505	443	591
ENSRNOG00000004214	18079.8127	18111.9396	19651.6912	18787.8945	17821.7883	18765.8451	18954.7823
ENSRNOG00000004216	21	28	21	16	21	18	26
ENSRNOG00000004217	142.217	178.336	111.358	116.199	118.26000465023	119.321	111.123
ENSRNOG00000004218	161.226	253.855	182.36	206.977	186.105	170.798	214.056
ENSRNOG00000004219	1379.04	1416.81	1526.45	1479.9	1293.18	1374	1462.25
ENSRNOG00000004220	336	343	373	356	327	305	335
ENSRNOG00000004221	4	6	5	3	8	4	11
ENSRNOG00000004222	0	0	0	0	0	0	0
ENSRNOG00000004225	11	5	12	9	10	11	10
ENSRNOG00000004226	417	496	376	437	406	360	373
ENSRNOG00000004229	13	11	16	14	17	5	16
ENSRNOG00000004232	200	272	202	256	206	210	215
ENSRNOG00000004234	3034	3066	3125	2870	2681	2752	2720
ENSRNOG00000004239	8.947	7.30093	12.1995	4.4749	5.91135	5.82166	5.72432
ENSRNOG00000004242	54	54	45	58	70	55	39
ENSRNOG00000004245	1441.69	1458.73	1582.57	1475.57	1402.78	1517.27	1445.47
ENSRNOG00000004246	1007.98	1091.47	1244.05	1255.56	965.486	1091.79	974.865
ENSRNOG00000004247	120.112	127.276	110.962	104.458	91.7998	108.522	94.9572
ENSRNOG00000004249	17	19	13	17	15	9	11
ENSRNOG00000004252	5155	5326	5785	5259	4668	5237	5459
ENSRNOG00000004255	736	763	749	813	681	637	704
ENSRNOG00000004257	557	599	559	424	499	581	613
ENSRNOG00000004258	126	187	167	173	115	175	144
ENSRNOG00000004259	1052	956	960	1055	969	891	888
ENSRNOG00000004262	2.47045	2.57177	2.57583	3.76839	0	2.65815	0
ENSRNOG00000004263	348.61	453.051	391.133	364.557	319.101	327.131	362.842
ENSRNOG00000004265	0	1	0	0	0	0	0
ENSRNOG00000004268	252.941	317.951	319.245	444.253	276.5602	284.289	337.132
ENSRNOG00000004269	1	1	0	0	1	1	0
ENSRNOG00000004273	753	742	724	667	678	737	606.276
ENSRNOG00000004275	196	259.0002	242.0003	176.99986	233.9999	303.9999	290.00018
ENSRNOG00000004276	1639.9977	1601.002	1439.0043	1091.5084	1394.9997	1171.0018	1193.5135
ENSRNOG00000004278	14.235	13.1591	16.3495	10.8577	11.6561	9.6444	9.36214
ENSRNOG00000004279	739.0895	863	680.8162	648.389	712	701.3136	733.0003
ENSRNOG00000004280	786	864	749	713	600	654	841
ENSRNOG00000004281	323	355	322	245	281	295	266
ENSRNOG00000004282	424	441	459	395	447	375	405
ENSRNOG00000004283	973	1011	785	806	842	709	681
ENSRNOG00000004284	930	868	933	836	733	648.998	633
ENSRNOG00000004287	338.956	298.188	356.552	339.102	335.821	294.997	289.75
ENSRNOG00000004288	766.863	735.53	747.179	811.212	723.928	697.529	670.747
ENSRNOG00000004290	4951	5676	4774	3314.998	4311	4343	4873
ENSRNOG00000004291	6337	7721	6992	7804	5899	6585	5990
ENSRNOG00000004292	507	461	590	455	526	511	646
ENSRNOG00000004294	4	6	5	1	6	6	8
ENSRNOG00000004296	6	4	4	11	10	4	6
ENSRNOG00000004298	0	2	0	1	0	0	0
ENSRNOG00000004300	889	1072	1051	993	907	901	970
ENSRNOG00000004301	588	585	604	697	508	621	629
ENSRNOG00000004302	1	1	0	0	1	0	0
ENSRNOG00000004303	1129	1205	932	838	837	799	745
ENSRNOG00000004304	1000	1092	1159	1312	994	1067	1105
ENSRNOG00000004305	309	392	277	379	238	261	228
ENSRNOG00000004306	133	181	134	167	118	138	153
ENSRNOG00000004307	532	518	461	429	447	495	459
ENSRNOG00000004310	531	564	437	482	403	384	431
ENSRNOG00000004311	32	35	31	38	29	24	16
ENSRNOG00000004312	950	1036	1045	1139	906	1053	1004
ENSRNOG00000004314	60	41	50	46	44.00004	39.00001	42
ENSRNOG00000004316	58.6278	92.6457	85.8358	110.442	89.9243	88.2747	84.185
ENSRNOG00000004317	15.2874	10.4983	12.5412	13.7475	10.3182	10.9073	13.8787
ENSRNOG00000004319	0	0	0	0	0	0	0
ENSRNOG00000004320	53.1034	58.9021	63.3361	60.0639	50.0058	50.7718	63.8737
ENSRNOG00000004322	5444.9979	5606.9979	5635.0045	5647	4672.9988	5716.00025	5853.0026
ENSRNOG00000004327	3920.999	3973.995	3983.003	3234.995	3622.998	3562.003	3180.001
ENSRNOG00000004328	112	153	142	160	127	139	129
ENSRNOG00000004330	18.1973	31.2637	14.2077	22.5494	15.0757	16.2664	12.0593
ENSRNOG00000004332	172	202	168	191	139	106	114
ENSRNOG00000004333	1104	1174	1050	1120	1118	953	947
ENSRNOG00000004337	2106.28	2138.11	1940.92	1965.28	1778.8	1670.78	1809.34
ENSRNOG00000004339	1032	1166	1116	995	978	959	900
ENSRNOG00000004341	2	8	4	3	3	5	4
ENSRNOG00000004342	628	845	657	794	636	628	661
ENSRNOG00000004344	874.0004	951.0003	916.0003	908.9996	748.0001	726.9999	845.0004
ENSRNOG00000004345	782	980	980	910	792	764	798
ENSRNOG00000004346	2513.52	2772.51	1612	1854	1905.65	1459	1700
ENSRNOG00000004351	159	153	158	142	142	134	158
ENSRNOG00000004353	0	0	1	1	0	0	0
ENSRNOG00000004356	0	0	0	2	0	0	1
ENSRNOG00000004359	1534.31907	1500.57694	1529.87521	2072.20921	1359.34125	1542.80358	1265.5614
ENSRNOG00000004360	141	123	142	150	133	150	184
ENSRNOG00000004361	173	176	142	114	130	149	203
ENSRNOG00000004362	270	304	270	234.0001	267.0002	264	269.0001
ENSRNOG00000004364	796	796	911	715	655	758	738
ENSRNOG00000004367	588.105	592.042	562.086	650.902	509.448	413.262	480.531
ENSRNOG00000004372	0	0	0	0	1	0	0
ENSRNOG00000004373	1023	1115	1083	1079	944	982.0002	875.9997
ENSRNOG00000004377	433.9995	505	420	450	405	402	465
ENSRNOG00000004378	415	523	422	454	418	430	332
ENSRNOG00000004380	5	3	1	1	2	0	1
ENSRNOG00000004381	0	0	0	0	0	0	0
ENSRNOG00000004382	935	1150	921	1046	913	875	916
ENSRNOG00000004387	76	57	57	70	74	75	72
ENSRNOG00000004390	4	1	4	2	1	0	1
ENSRNOG00000004391	0	0	0	0	0	0	0
ENSRNOG00000004392	5	13	9	8	7	6	8
ENSRNOG00000004393	0	3	0	0	0	1	0
ENSRNOG00000004395	1692.6415	1933.5894	1762.9605	1536.4204	1548.0375	1572.016	1501.5298
ENSRNOG00000004398	14	25.99995	26	17	15	14	13.99996
ENSRNOG00000004399	9.61364	9.64424	15.7904	13.376	4.18678	13.0292	8.51787
ENSRNOG00000004400	35.00004	35	50	39	39	34	21
ENSRNOG00000004401	1334.59	1367.63	1603.62	1763.64	1292.7	1425.67	1541.57
ENSRNOG00000004402	1439	1639	1363	1401.65	1239.29	1277.26	1447
ENSRNOG00000004403	253	278	277	282	246	245	218
ENSRNOG00000004404	3	4	4	3	3	2	2
ENSRNOG00000004405	0	5.03966	0	3.03321	1.0041	1.00248	3.01126
ENSRNOG00000004409	10	8	4	0	11	9	2
ENSRNOG00000004410	5	1	3.000001	0	2	2	1
ENSRNOG00000004411	7	8	9	10	5	13	11
ENSRNOG00000004412	149.407	147.369	166.38	165.361	146.299	136.331	154.429
ENSRNOG00000004414	410.147	448.091	435.409	418.034	348.1	335.551	406.799
ENSRNOG00000004415	835	1048	938	971	838	900.9999	985
ENSRNOG00000004417	370	388	359	266	301	354	338
ENSRNOG00000004419	33.8902	44.2262	29.8457	43.0406	21.1417	8.96041	45.1229
ENSRNOG00000004420	2538	3083	2868	2937	2272	2492	2720
ENSRNOG00000004421	322	322	354	317	304	272	306
ENSRNOG00000004423	564	604	594	544	483	534	567
ENSRNOG00000004424	51.6013	58.9374	31.9999	41.7962	34.4596	24.6216	51.3447
ENSRNOG00000004425	127.9997	160.9996	143	134.9998	123	100.00002	100
ENSRNOG00000004426	0	0	0	0	0	0	0
ENSRNOG00000004430	580	601	570	624	553	456	561
ENSRNOG00000004437	61	73	55	36	48	90	144
ENSRNOG00000004438	2	2	3	7	1	6	2
ENSRNOG00000004440	357	472	438	243	456	368	433
ENSRNOG00000004441	2	1	4	2	5	2	4
ENSRNOG00000004442	634.277	625.894	654.325	602.272	571.043	524.518	542.858
ENSRNOG00000004443	0	0	0	0	0	0	0
ENSRNOG00000004444	29.00004	25.99999	27	22.00005	32	14	26.00004
ENSRNOG00000004448	217	278	280	119	220	273	353
ENSRNOG00000004449	1360	1442	1436	1508	1201	1305	1368
ENSRNOG00000004451	11	12	11	6	7	9	7
ENSRNOG00000004452	0	0	0	1	0	0	0
ENSRNOG00000004453	3.58554	5.94972	2.99995	3.21749	0	8.42489	2.21227
ENSRNOG00000004456	8	3	13	7	7	13	20
ENSRNOG00000004457	0	0	0	0	0	0	1.00565
ENSRNOG00000004458	19	44	24	21	22	13	33
ENSRNOG00000004459	154.328	183.72	210.103	197.654	167.957	157.067	186.819
ENSRNOG00000004461	204	212	204	178	175	186	182
ENSRNOG00000004464	1888.1802	2106.3611	1734.5047	2095.2066	1600.1678	1531.9955	1711.35
ENSRNOG00000004466	403	444	427	393	373	335	412
ENSRNOG00000004470	1	3	0	0	1	1	3
ENSRNOG00000004471	752	716	710	618	675	630	613
ENSRNOG00000004473	228.957	260.267	251.083	282.643	215.345	191.178	234.146
ENSRNOG00000004474	938.302	1039.67	1005.29	756.891	925.783	877.084	941.936
ENSRNOG00000004476	482	471	525	396	504	456	380
ENSRNOG00000004477	700	751	850	847	697	736	724
ENSRNOG00000004479	628	658	710	589	569	497	547
ENSRNOG00000004481	1700	2004	2071	1815	1655	1906	1814
ENSRNOG00000004482	184	231	135	209	147	142	136
ENSRNOG00000004483	3	2	1	5	3	2	6
ENSRNOG00000004484	550	519	521	560	445	445	523
ENSRNOG00000004487	98.1555	104.762	107.614	109.181	102.238	73.8421	90.6577
ENSRNOG00000004488	0	1	1	2	0	0	0
ENSRNOG00000004489	329	397	336	411	298	282	288
ENSRNOG00000004492	484.927	467.25	485.734	489.501	437.328	491.092	436.228
ENSRNOG00000004493	53	58	64.99997	72	73	60.00002	45
ENSRNOG00000004494	1365	1368	1437	1222	1219	1245	1074
ENSRNOG00000004496	2309.003	3020.998	2865.005	2835.997	2468.004	2776.998	3127.004
ENSRNOG00000004498	3	13	2	6	2	6	5
ENSRNOG00000004499	31	51	34	37	31	37	33
ENSRNOG00000004500	137.00041	128.00017	132.00033	161.0001	120.00031	98	76.99995
ENSRNOG00000004501	0	0	0	0	0	0	0
ENSRNOG00000004502	1	0	1	0	0	0	0
ENSRNOG00000004503	204	239	206	230	192	200	206
ENSRNOG00000004505	1503	1557	1172	1355	1245	1133	1018
ENSRNOG00000004509	443	521	561	614	406	546	541
ENSRNOG00000004510	2523	2417	2494	2352	2192	2509	2501
ENSRNOG00000004512	628	644	711	592	585	674	699
ENSRNOG00000004515	1570	1529	1616	1454	1482	1409	1318
ENSRNOG00000004516	387	465	376	152	333	432	446
ENSRNOG00000004517	250.3997	240.21754	258.547	250.48273	207.8461	231.00659	265.010500405187
ENSRNOG00000004518	459	461	429	353	406	327.0004	346.9997
ENSRNOG00000004519	1307.52	1484.38	1264	1199.47	1086	1088.7	1252.4
ENSRNOG00000004520	71.00003	90	70.00004	71	75	79.999995177	67.999972
ENSRNOG00000004521	774	878	936	1019	804	888	869
ENSRNOG00000004524	552	564	480	524.0005	464.99976	498.00001	458.0005
ENSRNOG00000004526	4080	3911	4142	4746	3745	4143	4315
ENSRNOG00000004527	0	3	0	0	0	2	1
ENSRNOG00000004531	21	35	25	39	28	34	25
ENSRNOG00000004532	276.738	266.499	318.917	322.813	268.275	250.686	233.49
ENSRNOG00000004534	66	75	76	50.00002	64	55	82
ENSRNOG00000004535	2	4	5	5	4	8	2
ENSRNOG00000004537	170.9997	260.0002	212.0001	182.9998	164.0003	209	360.0002
ENSRNOG00000004538	1494	1503	1341	1502	1290	1175	1352
ENSRNOG00000004540	64	63	44	77	55	39	42
ENSRNOG00000004542	117.00015	110	114	118	118.99972	125	160.00016
ENSRNOG00000004544	1364.0033	1313.0027	1475.9955	1216.99825	1202.999	1316.00195	1197.9991
ENSRNOG00000004549	913	1191	1200	896	988	1067	1110
ENSRNOG00000004553	1074	1184	1238	1084	1019	1175	1255
ENSRNOG00000004554	3591	3251	3284	3452	3193	3089	3460
ENSRNOG00000004555	56.2935	68.54297	74.7582	69.21393	56.8818	57.34073	53.48012
ENSRNOG00000004556	1066	1102	935	952	885	933	990
ENSRNOG00000004560	84	114	83	86	76	70	60
ENSRNOG00000004563	582	680	568	785	616	474	492
ENSRNOG00000004564	2	3	2	0	0	1	1
ENSRNOG00000004566	26.76453	41.10237	33.4869	64.4975	25.5197	26.41363	22.00276
ENSRNOG00000004571	68.6664	68.4773	42.3041	56.6213	58.416	55.2696	49.5074
ENSRNOG00000004572	19	40.99999	19.00004	29	17	24.00003	26
ENSRNOG00000004574	125	196	204	219	154	170	174
ENSRNOG00000004575	0	3	1	3	2	4.999996	3
ENSRNOG00000004577	1515	1506.997	1559.999	1567.003	1329	1362	1161
ENSRNOG00000004578	487	396	454	468	391	397	457
ENSRNOG00000004581	811	763	761	650	593	671	662
ENSRNOG00000004582	0	1	1	0	1	0	0
ENSRNOG00000004583	13399	13511	14126	12720	11863	13361	13272
ENSRNOG00000004585	29	28	23	26	17	28	33
ENSRNOG00000004588	569	638	550	608	494	547	506
ENSRNOG00000004589	119	112	83	66	95	119	98
ENSRNOG00000004591	256	256	264	361	241	241	217
ENSRNOG00000004595	44	57	38	48	46	30	39
ENSRNOG00000004598	416	415	414	350	433	342	338
ENSRNOG00000004601	2	0	2	0	0	0	1
ENSRNOG00000004602	1355	1400	1403	1215	1272	1141	1174
ENSRNOG00000004603	58	89	56	50	47	61	56
ENSRNOG00000004604	1805	1777	1568	1586	1459	1381	1411
ENSRNOG00000004606	336	330	315	314	278	253	329
ENSRNOG00000004608	880	911	867.994	960	804	842	887.996
ENSRNOG00000004610	2549	2498	2373	2381	2202	2266	2575
ENSRNOG00000004612	8799	10387	11433	9887	9067	10426	10259
ENSRNOG00000004613	303.0002	329.0005	260.9999	220.9997	275.9998	262.9996	283
ENSRNOG00000004614	4	6	1	4	2	1	0
ENSRNOG00000004616	8573.5	9327.53	10143.4	8912.76	8645.308	9230.51	9435.39
ENSRNOG00000004621	13611.02	15982.96659	15362.99603	13280	13375.01	13029.996	9734.938
ENSRNOG00000004623	11	11	9	15	3	11	11
ENSRNOG00000004624	1032	1210	1306	1224	939	1061	894
ENSRNOG00000004626	1	3	2	3	1	2	1
ENSRNOG00000004628	1538	1768	1625	1775	1317	1554	1599
ENSRNOG00000004629	3359	3433	3823	3086	3176	3286	3634
ENSRNOG00000004630	2	0	0	0	0	0	0
ENSRNOG00000004632	0	0	0	0	0	0	0
ENSRNOG00000004633	0	0	0	0	1	1	0
ENSRNOG00000004635	0	0	0	0	1	0	0
ENSRNOG00000004637	562.0005	530.9999	513.9999	533.9995	490	410.0004	546
ENSRNOG00000004639	118	151	98	150	94	89	99
ENSRNOG00000004640	210	232	189	421	185	167	237
ENSRNOG00000004641	5	6	5	1	2	3	2
ENSRNOG00000004642	0	0	1.00182	2.00722	0	1	1
ENSRNOG00000004645	88	96	83	80	66	92	71
ENSRNOG00000004646	0	0	0	0	0	0	0
ENSRNOG00000004647	0	0	0	0	0	1	0
ENSRNOG00000004649	19	8	14	9	10	11	5
ENSRNOG00000004650	90	102	78	76.99998	84.00004	70.999966	57
ENSRNOG00000004657	1333.00486	1490.99985	1414.99973	1312.00087	1141.00461	1413.00064	1459
ENSRNOG00000004659	638	626	665	535	542	594	708
ENSRNOG00000004660	1104.44	1157.54	1217.42	1215.43	950.531	943.396	957.092
ENSRNOG00000004661	0	1	0	0	0	0	0
ENSRNOG00000004662	35.8038	32.5089	51.6137	69.4114	35.9125	33.7536	40.222
ENSRNOG00000004666	73	68	67	48	47	47	39
ENSRNOG00000004667	86	86	86	79	85	64	63
ENSRNOG00000004668	81	79	79	75	51	74	71
ENSRNOG00000004670	629.9996	629.9999	624.9999	664	499	573.0003	548.0004
ENSRNOG00000004672	94	89	75	74	77	67	61
ENSRNOG00000004673	190	211	163	135	130	130	203
ENSRNOG00000004676	8	13	6	5	6	14	4
ENSRNOG00000004677	299.9996	312.9995	297	324.0006	251	259.0001	242
ENSRNOG00000004678	1	1	2	0	2	0	0
ENSRNOG00000004679	58	65	63	94	62	57	71
ENSRNOG00000004680	49	49	54	56	35	53	44.99997
ENSRNOG00000004681	1125	1217	1264	1214	1117	1221	1211
ENSRNOG00000004682	113.2933	126.159	115	150	118	84	98
ENSRNOG00000004685	413.99968	439.9998	408.9995	387.0003	399.9999	370.00038	419.0001
ENSRNOG00000004686	561.855	581.345	576.901	683.706	507.074	555.309	572.204
ENSRNOG00000004687	385	373	300	379	330	283	262
ENSRNOG00000004688	1158	1221	1055	983	981	990	897
ENSRNOG00000004692	0	0	0	0	0	0	0
ENSRNOG00000004693	774	811	782	794	719	754	764
ENSRNOG00000004695	46.1654	31.479	41.3351	44.7414	61.8812	29.4635	41.3922
ENSRNOG00000004696	757	1001	874	1024	754	841	849
ENSRNOG00000004697	140.102	191.181	133.254	151.168	113.198	145.724	202.583
ENSRNOG00000004698	21.00004	30	23	27	20.00002	15	10.0000038
ENSRNOG00000004699	97	111	123	158	102	58	60
ENSRNOG00000004700	212	182	192	204	197	182	183
ENSRNOG00000004703	1.19747	3.67934	6.57801	8.75134	4.2911	9.66932	4.11618
ENSRNOG00000004704	2	0.30401	1	1.65064	0	0.297908	2
ENSRNOG00000004706	1	0	2	0	1	2	2
ENSRNOG00000004708	119	111	125	91	110	116	97
ENSRNOG00000004709	377.7743	413.2251	322.5341	315.0714	365.4795	313.8566	277.8018
ENSRNOG00000004710	100	98	117	119	118	110	96
ENSRNOG00000004711	1338	1514	1278	1060	1235	1090	1260
ENSRNOG00000004712	26	26.99996	25	18.00004	11	17.99997	19.99996
ENSRNOG00000004713	0	4	1	0	0	0	0
ENSRNOG00000004717	31	38	54	34	37	26.99996	53
ENSRNOG00000004719	132.861	168.664	160.576	128.699	135.936	171.796	187.183
ENSRNOG00000004720	136	222	166	191	143	163	173
ENSRNOG00000004723	664	728	801	846	671	729	722
ENSRNOG00000004725	4	6	0	3	10	3	9
ENSRNOG00000004726	4720	4751	4341	4213	3976	4063	3799
ENSRNOG00000004727	213.49079	232.0441	215.3682	218.093	201.4731121778	192.3112	219.622
ENSRNOG00000004730	668	769.137	693.005	681.196	590.544	624.514	559.515
ENSRNOG00000004731	88	100	94	54	90	106	103
ENSRNOG00000004733	58	66	61	61	39	49	35
ENSRNOG00000004735	484	529	512	452	425	486	502
ENSRNOG00000004736	245.99961	268.00007	255.0001	165.00034	196.00015	247.9997	282.9998
ENSRNOG00000004737	360	345	320	314	317	342	308
ENSRNOG00000004740	700	739	763	810.9999	719.0001	732.9999	691.9997
ENSRNOG00000004741	20611.6	21355.2	22821.5	21070.3	20256	21882.4	21997
ENSRNOG00000004742	1873.37	1901.86	2073.61	2356.28	1786.77	1868.78	1933.82
ENSRNOG00000004743	4.00913	12.1702	8.01991	4.02069	2	3.39275	3.01997
ENSRNOG00000004744	119	127	110	129	89	94	116
ENSRNOG00000004747	1.01732	3.0304	1	0	0	1.00244	1.00309
ENSRNOG00000004749	1571.43	1807.05	1643	1485.75	1425.36	1511.32	1402.83
ENSRNOG00000004751	688	682	776	742	656	590	649
ENSRNOG00000004752	6	15.999998872	4.999996364	2.0000019151	5.999996627	12.00000247	8.999996758
ENSRNOG00000004753	70	88	72	101	68	111	50
ENSRNOG00000004754	4	0	5	11	0	5	2
ENSRNOG00000004755	881	916	919	845	735	882	965
ENSRNOG00000004756	1	2	3	0	1	1	0
ENSRNOG00000004757	354	344	318	253	256	265	150
ENSRNOG00000004760	316	349	290	303	279	313	297
ENSRNOG00000004763	852.111	864.0369	721.3366	702.7254	712.6356	559.2955	699.7317
ENSRNOG00000004766	1268	1201	1108	1080	985	900	916
ENSRNOG00000004768	0	0	0	1	0	0	0
ENSRNOG00000004772	21	17	24	17	15	26	13
ENSRNOG00000004773	754	835	833	779	699	767	759
ENSRNOG00000004774	95	65	92	106	88	87	99
ENSRNOG00000004775	568	558	571	647	492	488	530
ENSRNOG00000004776	161.134	179.262	197.072	196.258	147.866	176.278	170.199
ENSRNOG00000004777	1085	1338	1511	1282	1123	1333	1336
ENSRNOG00000004778	3	0	1	0	0	0	3
ENSRNOG00000004779	0	0	0	1	0	1	0
ENSRNOG00000004781	60	63	69	74	60	51	43
ENSRNOG00000004783	98	130	108	73	108	107	137
ENSRNOG00000004784	375	429	460	443	367	410	478
ENSRNOG00000004786	6	3	1	4	2	1	9
ENSRNOG00000004787	77.6416	98.7457	70.6587	62.605	71.3022	81.5156	89.9528
ENSRNOG00000004789	436	446	418	532.76	419.532	341.343	377
ENSRNOG00000004791	1224	1169	1198	1184	1014	1003	892
ENSRNOG00000004793	2565	2539	2384	2603	2133	2093	2112
ENSRNOG00000004794	233.0002	246	266.0003	158.0003	220.0002	218	263
ENSRNOG00000004795	2	1	0	0	0	0	0
ENSRNOG00000004805	81	81	69	72	76.00002	55	70.00002
ENSRNOG00000004806	547	680	551	630	503	570	498
ENSRNOG00000004807	1385	1311	1369	1052	1064	1290	762
ENSRNOG00000004808	0	0	0	0	0	0	0
ENSRNOG00000004809	0	0	0	0	0	0	0
ENSRNOG00000004810	15	16.99997	13	22.00000215722	7	7	21.00001
ENSRNOG00000004812	440.224	549.185	404.391	515.574	427.225	323.574	379.779
ENSRNOG00000004813	1502.88	1596.49	1623.34	1449.86	1465.28	1511.02	1563.18
ENSRNOG00000004814	3963.99	4242	4248.99	3837	3582	4309	4128
ENSRNOG00000004819	234.99951	277	242	270	207.0004	208	191
ENSRNOG00000004820	1683	1578	1802	1810	1530	1704	1859
ENSRNOG00000004821	183.25	249	220.326	232.001	215.323	192.794	111
ENSRNOG00000004823	94.999966135	142	111	126	126	82.00000805598	95
ENSRNOG00000004826	656.086	849.118	735.163	758	690	611	722.111
ENSRNOG00000004827	2470.0014	2889.998	2782.9998	2813.0001	2332.9995	2421.9983	2717
ENSRNOG00000004828	3	9	7	4	1	2	4
ENSRNOG00000004829	447	445	522	518	427	413	489
ENSRNOG00000004831	830	1058.98	800.069	874.861	771.172	705.998	772
ENSRNOG00000004834	412	403.0002	378	289	334	326.0004	371
ENSRNOG00000004837	513	567	513	612	415	453	464
ENSRNOG00000004839	51.8482	58	49	35	29	22	60
ENSRNOG00000004841	2381	2939	2019	2542	2003	2113	1488
ENSRNOG00000004842	58	77	66	57	66	62	67
ENSRNOG00000004843	189.676	220	213.599	136.403	191.379	216.957	149.149
ENSRNOG00000004844	415	429	488	431	416	431	445
ENSRNOG00000004846	1282	1279	1286	1613	1132	1142	1258
ENSRNOG00000004852	1	0	0	0	0	0	1
ENSRNOG00000004854	47	36	44	83	36	33	14
ENSRNOG00000004857	192.687	212.97	227.791	208.45	205.235	214.956	258.187
ENSRNOG00000004858	5	2.02039	3	0	4.04815	1	1
ENSRNOG00000004860	0	0	0.00233864	0	38.6209	3.04573E-07	38.3015
ENSRNOG00000004861	160	154	122	89	111	109	122
ENSRNOG00000004863	84.000005895	108.00033	95	73	81.00003	71	90
ENSRNOG00000004864	1730	2020	2065	2002	1781	1942	2014
ENSRNOG00000004865	82	109	93	35	92	105	76
ENSRNOG00000004869	0	0	0	0	0	0	1
ENSRNOG00000004870	70.00004	73	72	66	69	65.00002	82
ENSRNOG00000004873	41	39	16	42	12	32	20
ENSRNOG00000004874	93	94	126	85	88	80	99
ENSRNOG00000004875	0	0	0	0	0	0	0
ENSRNOG00000004878	0	1	0	0	0	0	1
ENSRNOG00000004882	70.5878	83.1034	70.6243	70	63.0095	88	99.6315
ENSRNOG00000004883	2404.9996	2367.0035	2557.0038	2099.0037	2250.998	2235.9957	2346.0024
ENSRNOG00000004888	175.0003	161	126	137	112	125	70
ENSRNOG00000004889	53	64	65.0184	54.0001	66.0583	48.0465	33.0233
ENSRNOG00000004890	4	0	2	0	2	4	1
ENSRNOG00000004891	186	220	207	274	221	229	235
ENSRNOG00000004893	120	153	126	168	151	160	198
ENSRNOG00000004898	0	0	0	0	0	0	0
ENSRNOG00000004899	110	97	86	53	92	84	90
ENSRNOG00000004900	1	1	2	2	1	1	3
ENSRNOG00000004901	636	619	643	661	623	591	644
ENSRNOG00000004903	290	253	230	250	265	218	259
ENSRNOG00000004904	4009	4059	4020	3839	3472	3553	3313
ENSRNOG00000004906	0	0	0	0	0	0	0
ENSRNOG00000004908	1127	1431	1305	1249	1218	1345	1366
